,fiscal_year_released,recidivism_reporting_year,releasetype,race_ethnicity,ageat_release,sex,offenseclassification,offensetype,offensesubtype,return_to_prison,days_to_return,recidivism_type,new_offenseclassification,new_offensetype,new_offensesub_type,target_population
25182,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,167.0,New,C Felony,Property,Theft,No
25183,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,806.0,New,C Felony,Property,Theft,Yes
25184,2015,2018,Parole Granted,Black - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,Yes,483.0,New,D Felony,Violent,Assault,Yes
25185,2015,2018,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Other Public Order,Yes,248.0,New,D Felony,Public Order,Other Public Order,Yes
25186,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,556.0,New,D Felony,Drug,Drug Possession,Yes
25187,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,951.0,New,C Felony,Violent,Robbery,Yes
25188,2015,2018,Released to Special Sentence,White - Non-Hispanic,0-25,Female,C Felony,Property,Theft,Yes,96.0,New,Aggravated Misdemeanor,Other,Other Criminal,Yes
25189,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,152.0,Tech,D Felony,Public Order,OWI,Yes
25190,2015,2018,Released to Special Sentence,Black - Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Sex,Yes,397.0,New,Aggravated Misdemeanor,Other,Other Criminal,Yes
25191,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Theft,Yes,367.0,Tech,D Felony,Property,Theft,Yes
25192,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,70.0,Tech,D Felony,Property,Forgery/Fraud,Yes
25193,2015,2018,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,775.0,New,D Felony,Public Order,Other Public Order,No
25194,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,Yes,507.0,Tech,C Felony,Violent,Murder/Manslaughter,No
25195,2015,2018,Paroled to Detainer - Iowa,Black - Non-Hispanic,0-25,Male,D Felony,Public Order,Weapons,Yes,232.0,New,D Felony,Property,Burglary,Yes
25196,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,174.0,New,C Felony,Drug,Trafficking,Yes
25197,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,147.0,New,C Felony,Drug,Trafficking,Yes
25198,2015,2018,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes,75.0,New,D Felony,Public Order,OWI,Yes
25199,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,172.0,New,D Felony,Violent,Assault,Yes
25200,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,344.0,Tech,D Felony,Property,Burglary,Yes
25201,2015,2018,Parole Granted,American Indian or Alaska Native - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,728.0,Tech,B Felony,Drug,Trafficking,No
25202,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,297.0,Tech,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
25203,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,208.0,Tech,C Felony,Property,Burglary,Yes
25204,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Theft,Yes,500.0,Tech,D Felony,Property,Theft,Yes
25205,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Burglary,Yes,350.0,Tech,D Felony,Property,Burglary,Yes
25206,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,579.0,Tech,C Felony,Drug,Trafficking,Yes
25207,2015,2018,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,Other Public Order,Yes,105.0,New,D Felony,Public Order,Other Public Order,Yes
25208,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,101.0,New,D Felony,Property,Burglary,Yes
25209,2015,2018,Released to Special Sentence,White - Non-Hispanic,35-44,Female,C Felony,Violent,Sex,Yes,81.0,Tech,Aggravated Misdemeanor,Other,Other Criminal,No
25210,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,346.0,Tech,D Felony,Property,Burglary,Yes
25211,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,110.0,Tech,C Felony,Drug,Trafficking,Yes
25212,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,848.0,New,C Felony,Property,Burglary,Yes
25213,2015,2018,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,531.0,New,Aggravated Misdemeanor,Public Order,Other Public Order,Yes
25214,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Other Public Order,Yes,729.0,New,D Felony,Public Order,Other Public Order,No
25215,2015,2018,Discharged - Expiration of Sentence,White - Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,295.0,New,Serious Misdemeanor,Violent,Assault,Yes
25216,2015,2018,Paroled to Detainer - Out of State,White - Non-Hispanic,0-25,Female,D Felony,Public Order,OWI,Yes,461.0,Tech,D Felony,Public Order,OWI,No
25217,2015,2018,Parole Granted,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,Yes,98.0,New,Aggravated Misdemeanor,Property,Theft,No
25218,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Burglary,Yes,340.0,Tech,D Felony,Property,Burglary,Yes
25219,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,B Felony,Violent,Other Violent,Yes,274.0,Tech,B Felony,Violent,Other Violent,Yes
25220,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,506.0,New,C Felony,Property,Theft,Yes
25221,2015,2018,Released to Special Sentence,White - Non-Hispanic,45-54,Male,Special Sentence 2005,Violent,Sex,Yes,287.0,New,D Felony,Other,Other Criminal,No
25222,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,153.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
25223,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Property,Burglary,Yes,661.0,New,C Felony,Property,Burglary,Yes
25224,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,840.0,Tech,D Felony,Property,Theft,Yes
25225,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,Yes,605.0,Tech,D Felony,Drug,Trafficking,Yes
25226,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,C Felony,Other,Other Violent,Yes,693.0,New,C Felony,Other,Other Violent,Yes
25227,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,668.0,Tech,C Felony,Drug,Trafficking,No
25228,2015,2018,Paroled w/Immediate Discharge,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,529.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
25229,2015,2018,Released to Special Sentence,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Sex,Yes,158.0,New,D Felony,Violent,Assault,Yes
25230,2015,2018,Parole Granted,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,127.0,Tech,Aggravated Misdemeanor,Public Order,Traffic,No
25231,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,792.0,New,C Felony,Drug,Trafficking,No
25232,2015,2018,Parole Granted,White - Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,890.0,Tech,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
25233,2015,2018,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Public Order,Traffic,Yes,238.0,New,D Felony,Property,Forgery/Fraud,No
25234,2015,2018,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,385.0,New,D Felony,Other,Other Criminal,Yes
25235,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,313.0,Tech,C Felony,Drug,Trafficking,No
25236,2015,2018,Released to Special Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,Yes,662.0,New,D Felony,Other,Other Criminal,No
25237,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,217.0,New,D Felony,Public Order,OWI,Yes
25238,2015,2018,Parole Granted,Black - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,Yes,1046.0,New,D Felony,Property,Burglary,Yes
25239,2015,2018,Parole Granted,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,Yes,178.0,Tech,C Felony,Drug,Trafficking,No
25240,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,338.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
25241,2015,2018,Parole Granted,American Indian or Alaska Native - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,490.0,Tech,D Felony,Public Order,OWI,No
25242,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,120.0,Tech,D Felony,Property,Theft,Yes
25243,2015,2018,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,1074.0,New,D Felony,Property,Theft,Yes
25244,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,Yes,153.0,Tech,D Felony,Property,Vandalism,Yes
25245,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,484.0,Tech,C Felony,Drug,Trafficking,No
25246,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,C Felony,Property,Burglary,Yes,169.0,New,C Felony,Property,Burglary,Yes
25247,2015,2018,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,586.0,New,D Felony,Other,Other Criminal,No
25248,2015,2018,Discharged - Expiration of Sentence,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,193.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
25249,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Public Order,OWI,Yes,1015.0,New,C Felony,Violent,Assault,Yes
25250,2015,2018,Parole Granted,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,Yes,272.0,New,D Felony,Public Order,OWI,No
25251,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Burglary,Yes,243.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
25252,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,574.0,New,D Felony,Property,Theft,Yes
25253,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,314.0,New,D Felony,Property,Burglary,Yes
25254,2015,2018,Released to Special Sentence,White - Non-Hispanic,0-25,Male,D Felony,Property,Theft,Yes,204.0,New,D Felony,Property,Theft,Yes
25255,2015,2018,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,993.0,New,D Felony,Property,Theft,Yes
25256,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,517.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
25257,2015,2018,Parole Granted,Black - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,207.0,Tech,C Felony,Drug,Trafficking,No
25258,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,C Felony,Violent,Other Violent,Yes,410.0,Tech,C Felony,Violent,Other Violent,No
25259,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,446.0,New,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes
25260,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,875.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
25261,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Property,Burglary,Yes,334.0,Tech,C Felony,Property,Burglary,Yes
25262,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,381.0,Tech,C Felony,Drug,Trafficking,Yes
25263,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Public Order,Traffic,Yes,854.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
25264,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,454.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
25265,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,217.0,Tech,C Felony,Drug,Trafficking,Yes
25266,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,230.0,Tech,D Felony,Drug,Drug Possession,No
25267,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,295.0,Tech,C Felony,Drug,Trafficking,Yes
25268,2015,2018,Paroled w/Immediate Discharge,White - Non-Hispanic,0-25,Female,D Felony,Drug,Trafficking,Yes,1002.0,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
25269,2015,2018,Parole Granted,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Violent,Assault,Yes,425.0,Tech,Aggravated Misdemeanor,Violent,Assault,No
25270,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,457.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
25271,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,Yes,782.0,Tech,C Felony,Violent,Robbery,Yes
25272,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Property,Theft,Yes,98.0,Tech,C Felony,Property,Theft,Yes
25273,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Female,C Felony,Property,Burglary,Yes,246.0,New,C Felony,Property,Burglary,Yes
25274,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Violent,Sex,Yes,71.0,Tech,Felony - Enhancement to Original Penalty,Violent,Sex,No
25275,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Other Drug,Yes,642.0,New,C Felony,Drug,Other Drug,Yes
25276,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,140.0,Tech,D Felony,Violent,Assault,Yes
25277,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Violent,Murder/Manslaughter,Yes,478.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
25278,2015,2018,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,511.0,New,D Felony,Other,Other Criminal,No
25279,2015,2018,Discharged - Expiration of Sentence,Black - Non-Hispanic,0-25,Male,D Felony,Property,Theft,Yes,372.0,New,D Felony,Property,Burglary,Yes
25280,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Female,Aggravated Misdemeanor,Public Order,Other Public Order,Yes,268.0,New,D Felony,Violent,Assault,Yes
25281,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,119.0,Tech,C Felony,Drug,Trafficking,Yes
25282,2015,2018,Paroled to Detainer - Iowa,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,231.0,Tech,D Felony,Violent,Assault,Yes
25283,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,375.0,New,D Felony,Public Order,OWI,Yes
25284,2015,2018,Released to Special Sentence,Black - Non-Hispanic,0-25,Male,D Felony,Drug,Other Drug,Yes,179.0,New,Aggravated Misdemeanor,Other,Other Criminal,Yes
25285,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,210.0,Tech,C Felony,Property,Theft,Yes
25286,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,C Felony,Violent,Assault,Yes,483.0,Tech,C Felony,Violent,Assault,Yes
25287,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,447.0,New,D Felony,Property,Forgery/Fraud,Yes
25288,2015,2018,Parole Granted,American Indian or Alaska Native - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,472.0,Tech,C Felony,Drug,Trafficking,No
25289,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,331.0,Tech,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
25290,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,501.0,Tech,D Felony,Public Order,OWI,No
25291,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,909.0,Tech,C Felony,Property,Burglary,Yes
25292,2015,2018,Paroled w/Immediate Discharge,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Theft,Yes,544.0,New,D Felony,Property,Burglary,Yes
25293,2015,2018,Parole Granted,White - Non-Hispanic,55 and Older,Female,C Felony,Property,Theft,Yes,526.0,Tech,C Felony,Property,Theft,Yes
25294,2015,2018,Paroled to Detainer - Out of State,Black - Non-Hispanic,0-25,Male,C Felony,Property,Burglary,Yes,897.0,Tech,C Felony,Property,Burglary,Yes
25295,2015,2018,Paroled to Detainer - U.S. Marshall,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,Other Public Order,Yes,455.0,New,D Felony,Public Order,Other Public Order,No
25296,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,61.0,Tech,Aggravated Misdemeanor,Drug,Drug Possession,No
25297,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Property,Theft,Yes,237.0,Tech,C Felony,Property,Theft,Yes
25298,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,401.0,New,Aggravated Misdemeanor,Property,Theft,Yes
25299,2015,2018,Paroled w/Immediate Discharge,White - Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Theft,Yes,656.0,New,D Felony,Public Order,Other Public Order,Yes
25300,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,263.0,New,C Felony,Property,Burglary,Yes
25301,2015,2018,Released to Special Sentence,White - Non-Hispanic,0-25,Male,C Felony,Violent,Sex,Yes,202.0,New,Aggravated Misdemeanor,Other,Other Criminal,Yes
25302,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,831.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
25303,2015,2018,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Violent,Assault,Yes,862.0,New,C Felony,Violent,Other Violent,Yes
25304,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,C Felony,Violent,Assault,Yes,318.0,Tech,C Felony,Violent,Assault,Yes
25305,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,428.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
25306,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,Yes,919.0,New,C Felony,Property,Theft,Yes
25307,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Female,D Felony,Public Order,Flight/Escape,Yes,691.0,New,Aggravated Misdemeanor,Property,Theft,Yes
25308,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Theft,Yes,537.0,Tech,D Felony,Property,Theft,No
25309,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,1058.0,New,D Felony,Property,Theft,No
25310,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,734.0,Tech,C Felony,Drug,Trafficking,No
25311,2015,2018,Discharged - Expiration of Sentence,American Indian or Alaska Native - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Vandalism,Yes,670.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
25312,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,Yes,946.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
25313,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,876.0,New,D Felony,Property,Burglary,Yes
25314,2015,2018,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,1000.0,New,D Felony,Other,Other Criminal,Yes
25315,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,204.0,Tech,C Felony,Property,Burglary,Yes
25316,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,553.0,Tech,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
25317,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,903.0,New,D Felony,Drug,Drug Possession,No
25318,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Weapons,Yes,105.0,New,D Felony,Property,Theft,Yes
25319,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,178.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
25320,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,468.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
25321,2015,2018,Parole Granted,American Indian or Alaska Native - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,Yes,742.0,New,D Felony,Property,Burglary,Yes
25322,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Traffic,Yes,126.0,Tech,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
25323,2015,2018,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,438.0,New,C Felony,Property,Burglary,Yes
25324,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,B Felony,Other,Other Criminal,Yes,344.0,Tech,B Felony,Other,Other Criminal,Yes
25325,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Serious Misdemeanor,Violent,Assault,Yes,502.0,New,D Felony,Drug,Drug Possession,Yes
25326,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,139.0,Tech,Aggravated Misdemeanor,Violent,Assault,Yes
25327,2015,2018,Discharged - Expiration of Sentence,Black - Non-Hispanic,0-25,Male,D Felony,Property,Theft,Yes,37.0,New,B Felony,Violent,Kidnap,No
25328,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Public Order,OWI,Yes,70.0,Tech,D Felony,Public Order,OWI,No
25329,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,122.0,Tech,D Felony,Property,Burglary,Yes
25330,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Female,D Felony,Property,Forgery/Fraud,Yes,102.0,Tech,D Felony,Property,Forgery/Fraud,No
25331,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Violent,Other Violent,Yes,183.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
25332,2015,2018,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,435.0,Tech,D Felony,Other,Other Criminal,Yes
25333,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,Yes,179.0,Tech,C Felony,Violent,Assault,Yes
25334,2015,2018,Released to Special Sentence,Black - Non-Hispanic,0-25,Male,B Felony,Violent,Sex,Yes,84.0,New,Aggravated Misdemeanor,Other,Other Criminal,No
25335,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Weapons,Yes,407.0,Tech,D Felony,Public Order,Weapons,Yes
25336,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Other Violent,Yes,483.0,Tech,C Felony,Violent,Other Violent,Yes
25337,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,377.0,Tech,D Felony,Property,Burglary,Yes
25338,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,171.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
25339,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Property,Theft,Yes,586.0,New,D Felony,Property,Theft,Yes
25340,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,333.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
25341,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,C Felony,Violent,Murder/Manslaughter,Yes,348.0,Tech,C Felony,Violent,Murder/Manslaughter,Yes
25342,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,310.0,Tech,B Felony,Drug,Trafficking,Yes
25343,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,1063.0,New,D Felony,Drug,Drug Possession,No
25344,2015,2018,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Sex,Yes,167.0,New,Aggravated Misdemeanor,Other,Other Criminal,Yes
25345,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,231.0,Tech,C Felony,Property,Burglary,Yes
